fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_label
-0.8581571112381001,0.6446664007816156,-1.3249334870244531,0.46036366279519975,-0.16198781683206825,-0.061783766809384424,-0.07296639508583241,-0.8086285249386161,0.11966872518654106,-0.8977875370543147,0.3918324901274112,0
1.253351945301415,-1.2121795888768332,1.9151949356287445,0.01456757519751389,-0.09591825178876077,-1.3679830124282715,-1.023993592786219,1.81111474306992,-0.9493072879777475,1.3641915497815975,-0.8178207996684731,0
-0.4494779390046458,-0.014214434258478995,0.8537735557940765,0.01456757519751389,-1.2191008575249869,-0.29927453874009113,-0.8258629265986384,-1.1094602877721575,-0.49117471090734005,0.0974832611534865,1.3998768982906473,0
1.0490123591846872,-1.3619252332041274,0.8537735557940765,-1.545718731394389,-0.3601965119619907,-0.061783766809384424,-0.7862367933611223,-0.5955393595982026,-1.4074398650481583,-1.0787458640011878,0.49263693094373445,0
-0.8581571112381001,-0.9725865579531624,0.015809308556180443,0.46036366279519975,1.2915426141206954,-1.1304922404975648,-0.9843674595487029,-0.06908377463957471,0.6541567317686887,-0.2644333927402598,-0.3137985955868551,0
-0.7219307204936157,-2.170551712571516,1.0772306883908487,0.6832617065940432,-0.6905443371785271,0.29445239108667565,-0.38997546098596125,-2.024490233057385,0.19602415469827789,-0.8073083735808781,2.0047035431885885,0
0.09542762397329416,0.9142085605707455,0.07167359170537356,-0.20833046860132953,0.3665687035143915,-0.4180199247054445,0.085538137864232,0.6829956324442787,-0.10939756334866266,-0.8977875370543147,-1.221038562933768,0
-0.10891196214343361,0.3451751121270269,-0.48696923978655715,-0.43122851240017296,2.745073045073458,-1.3679830124282715,-1.3410026586863477,-1.2348068556194431,-0.7965964289542772,-0.4453917196871329,0.7950502533927042,0
-0.8581571112381001,0.3451751121270269,-0.26351210718978485,-0.9884736218972809,-1.3512399876116015,-0.7742560826015046,-0.7466106601236062,-2.0620942034116125,0.4250904432334816,-1.259704190948061,1.2990724574743222,0
-0.790043915865858,0.22537859666519203,-0.6545620892341364,-1.3228206875955457,-0.09591825178876077,1.2444154788095025,0.04591200462671591,-0.13802438695555402,0.11966872518654106,-0.35491255621369633,-1.221038562933768,0
1.525804726790385,0.7045646585125334,-0.040054974593012674,1.3519558379905725,1.7540295694238468,1.719397022670916,0.48179947023939307,2.061807878764561,-0.6438855699308069,0.3689207515737962,-0.5154074772195016,0
0.09542762397329416,-1.4517726198005039,1.300687820987621,-0.20833046860132953,0.9611947889041579,-1.0117468545322112,-1.1428719924987671,-1.5231039616682422,-0.49117471090734005,-0.08347506579338664,2.0047035431885885,1
0.16354081934553635,0.6746155296470745,0.6303164231973041,-0.43122851240017296,0.696916528730928,0.05696161915596894,0.5610517367144253,0.5889857065587449,-0.10939756334866266,-0.5358708831605695,-0.011385273137883564,0
-0.8581571112381001,-0.25380746518215,-0.26351210718978485,-0.6541265561990164,0.2344295734277766,-0.6555106966361512,-0.70698452688609,-0.41378683621961043,0.5014458727452185,-1.8025791717886799,-1.372245224158252,0
-0.7219307204936157,0.04568382347243876,-0.9897477881292948,-1.0999226437967027,-0.49233564204860564,0.05696161915596894,-0.667358393648574,-0.8838364656470015,-0.26210842237213294,0.2784415881003596,0.3918324901274112,0
-1.13060989272707,0.6446664007816156,0.46272357374972506,-0.8770245999978593,-1.2851704225682945,0.1757070051213223,-0.5088538606985096,-0.7522225694073097,0.27237958421001135,0.0974832611534865,-0.3137985955868551,0
0.5722199915789907,-0.5532987538367384,0.5185878568989182,0.6832617065940432,0.10229044334116165,1.3631608647748559,1.7894618670774245,1.37240175560442,0.4250904432334816,-0.08347506579338664,-0.9186252404847964,0
-0.3132515482601608,0.3451751121270269,-0.8221549386817155,-0.8770245999978593,1.5558208742939243,1.6006516367055628,2.7008629315402946,-0.5391334040668961,-1.865572442118569,-1.259704190948061,-0.6162119180358249,0
-1.1987230880993123,1.632987653341758,-1.3807977701736462,0.01456757519751389,-0.8887530323084496,1.6006516367055628,0.44217333700187694,-1.7111238134391706,1.2650001678625697,-0.9882667005277513,1.198268016657999,0
-0.4494779390046458,0.2852768543961091,-0.9338835049801016,0.9061597503928865,0.696916528730928,-0.061783766809384424,-0.5484799939360256,-0.3699155374730465,-0.1857529928603995,-0.35491255621369633,-0.011385273137883564,0
-1.062496697354828,0.22537859666519203,-0.5986978060849433,0.46036366279519975,-0.954822597351757,-0.1805291527747378,-0.46922772746099345,-1.5920445739842215,0.7305121612804222,-0.08347506579338664,1.2990724574743222,1
-0.7219307204936157,0.9441576894362044,-1.3807977701736462,0.23746561899635632,0.5647773986443131,0.29445239108667565,-0.5881061271735418,0.8271441854686434,0.9595784498156293,-0.8977875370543147,-0.9186252404847964,0
-0.517591134376888,-1.0324848156840802,0.46272357374972506,0.46036366279519975,-0.6905443371785271,-0.6555106966361512,-0.5881061271735418,-1.1345296013415729,0.27237958421001135,-0.2644333927402598,1.5006813391069704,0
1.7301443129071115,-0.7329935270294914,0.6861807063464972,-0.6541265561990164,0.16836000838446913,0.29445239108667565,-0.46922772746099345,0.14400539070083884,-1.5601507240716286,0.18796242462692309,0.7950502533927042,0
-0.4494779390046458,0.7045646585125334,-1.3807977701736462,0.46036366279519975,-0.09591825178876077,0.41319777705202904,-0.46922772746099345,-0.006410490715862267,-0.033042133836929215,-0.2644333927402598,-0.41460303640317836,0
-1.062496697354828,-0.4934004961058207,-0.5428335229357503,-0.20833046860132953,-0.16198781683206825,0.8881793209134425,0.48179947023939307,-0.5077967621050747,-0.033042133836929215,-0.08347506579338664,-1.1202341221174428,0
2.4793894620017793,-1.5715691352623393,1.5241449535843934,-0.8770245999978593,-0.49233564204860564,-1.0117468545322112,-1.2221242589737995,0.1816093610550663,-0.9493072879777475,0.821316568940978,-0.21299415477053185,1
-0.7219307204936157,-1.0324848156840802,0.2392664411529526,0.6832617065940432,1.1594034840340803,0.6506885489827358,0.48179947023939307,-0.19443034248686042,0.7305121612804222,0.18796242462692309,0.5934413717600577,0
0.7084463823234751,0.22537859666519203,-0.3752406734881711,-1.3228206875955457,-0.029848686745453306,-0.5367653106707979,-0.7862367933611223,-0.4701927917509168,-1.3310844355364249,-1.259704190948061,-0.5154074772195016,0
-1.266836283471555,-0.07411269198939675,-0.6545620892341364,0.23746561899635632,-0.16198781683206825,1.719397022670916,-0.0333402618483163,-0.48272744853565935,0.7305121612804222,1.0927540593612877,0.5934413717600577,0
1.6620311175348694,-1.0923830734149975,1.356552104136814,2.243548013185946,-0.029848686745453306,0.6506885489827358,1.4724528011772957,1.6857681752226341,-1.0256627174894843,0.640358241994105,-0.41460303640317836,0
-1.4030626742160401,-1.2121795888768332,0.015809308556180443,-0.8770245999978593,0.49870783360100557,-1.1304922404975648,-0.3503493277484451,-1.1721335716958003,0.27237958421001135,-1.7121000083152433,-0.3137985955868551,0
